country,year,sex,age,exposure,mx
Japan,1980,female,11,916330.17,1.41e-4
Japan,1980,female,12,880633.13,1.18e-4
Japan,1980,female,13,849019.3,1.38e-4
Japan,1980,female,14,779360.28,1.46e-4
Japan,1980,female,15,827657.19,1.93e-4
Japan,1980,female,16,806359.24,2.43e-4
Japan,1980,female,17,791128.03,3.01e-4
Japan,1980,female,18,774164.48,3.06e-4
Japan,1980,female,19,765139.79,3.2e-4
Japan,1980,female,20,770791.32,3.61e-4
Japan,1980,female,21,783959.64,3.75e-4
Japan,1980,female,22,756191.07,3.78e-4
Japan,1980,female,23,764072.75,3.5e-4
Japan,1980,female,24,790295.79,3.86e-4
Japan,1980,female,25,817054.05,4.21e-4
Japan,1980,female,26,837728.97,4.9e-4
Japan,1980,female,27,894905.53,4.94e-4
Japan,1980,female,28,951281.92,5e-4
Japan,1980,female,29,1036037.19,4.9e-4
Japan,1980,female,30,1106518.42,5.63e-4
Japan,1980,female,31,1174144.96,5.63e-4
Japan,1980,female,32,1188637.82,6.27e-4
Japan,1980,female,33,1037090.97,6.47e-4
Japan,1980,female,34,734528.26,7.17e-4
Japan,1980,female,35,818231.95,7.97e-4
Japan,1980,female,36,957272.69,8.27e-4
Japan,1980,female,37,930926.91,8.52e-4
Japan,1980,female,38,970604.01,9.74e-4
Japan,1980,female,39,914677.03,0.001071
Japan,1980,female,40,839259.75,0.001123
Japan,1980,female,41,775343.3,0.00124
Japan,1980,female,42,843634.32,0.001237
Japan,1980,female,43,836435.39,0.00153
Japan,1980,female,44,865911.41,0.001603
Japan,1980,female,45,818073.77,0.001732
Japan,1980,female,46,812474.28,0.001897
Japan,1980,female,47,815820.25,0.002137
Japan,1980,female,48,787569.74,0.002353
Japan,1980,female,49,790171.44,0.002501
Japan,1980,female,50,747711.64,0.00275
Japan,1980,female,51,746211.02,0.003137
Japan,1980,female,52,716864.83,0.003307
Japan,1980,female,53,717394.68,0.003405
Japan,1980,female,54,696177.72,0.003777
Japan,1980,female,55,662467.44,0.00395
Japan,1980,female,56,630641.41,0.0047
Japan,1980,female,57,608804.56,0.004982
Japan,1980,female,58,595513.85,0.005103
Japan,1980,female,59,576601.58,0.005857
Japan,1980,female,60,557467.31,0.006352
Japan,1980,female,61,485919.25,0.007278
Japan,1980,female,62,484295.8,0.007932
Japan,1980,female,63,482937.84,0.00857
Japan,1980,female,64,481380.74,0.009614
Japan,1980,female,65,465543.68,0.010629
Japan,1980,female,66,459897.96,0.012091
Japan,1980,female,67,441761,0.013068
Japan,1980,female,68,429793.41,0.014894
Japan,1980,female,69,409367.3,0.017318
Japan,1980,female,70,390045.49,0.019477
Japan,1980,female,71,366408.76,0.022203
Japan,1980,female,72,340627.56,0.02564
Japan,1980,female,73,318096.68,0.027909
Japan,1980,female,74,274228.33,0.032286
Japan,1980,female,75,262101.85,0.037453
Japan,1980,female,76,250171.73,0.04173
Japan,1980,female,77,239314.09,0.048386
Japan,1980,female,78,222434.38,0.054685
Japan,1980,female,79,200665.56,0.060737
Japan,1980,female,80,171640.69,0.071895
Japan,1980,female,81,153234.97,0.077657
Japan,1980,female,82,134700.7,0.092591
Japan,1980,female,83,112925.76,0.099874
Japan,1980,female,84,94737.94,0.118541
Japan,1980,female,85,78200.31,0.129892
Japan,1980,female,86,63395.7,0.145846
Japan,1980,female,87,51490.86,0.161687
Japan,1980,female,88,39353.45,0.183636
Japan,1980,female,89,29663.23,0.202301
Japan,1980,female,90,24427.57,0.227227
Japan,1980,female,91,18942.12,0.251561
Japan,1980,female,92,12989.05,0.274949
Japan,1980,female,93,8779.94,0.300654
Japan,1980,female,94,5968.93,0.304607
Japan,1980,female,95,3962.82,0.345433
Japan,1980,female,96,2660.27,0.39608
Japan,1980,female,97,1731.94,0.405587
Japan,1980,female,98,1054.57,0.417496
Japan,1980,female,99,625.68,0.521383
Japan,1980,female,100,354.69,0.437316
Japan,1980,female,101,207.44,0.535432
Japan,1980,female,102,114.23,0.534376
Japan,1980,female,103,58.52,0.666781
Japan,1980,female,104,28.51,0.56159
Japan,1980,female,105,12.33,0.486486
Japan,1980,female,106,5.83,0.857143
Japan,1980,female,107,2,1
Japan,1980,female,108,1.83,0.545455
Japan,1980,female,109,0.67,1.5
Japan,1980,female,110,0,NA
Japan,1980,male,0,824848.89,0.008205
Japan,1980,male,1,843970.73,0.001109
Japan,1980,male,2,874513.41,7.53e-4
Japan,1980,male,3,901521.09,5.89e-4
Japan,1980,male,4,946742.69,5.05e-4
Japan,1980,male,5,999138.96,4.37e-4
Japan,1980,male,6,1035593.36,3.87e-4
Japan,1980,male,7,1046487.02,3.55e-4
Japan,1980,male,8,1024498.83,2.95e-4
Japan,1980,male,9,996922.65,2.4e-4
Japan,1980,male,10,973477.42,2.07e-4
Japan,1980,male,11,965926.41,1.96e-4
Japan,1980,male,12,927299.7,2.29e-4
Japan,1980,male,13,892513.13,2.26e-4
Japan,1980,male,14,817889.88,2.78e-4
Japan,1980,male,15,868346.24,3.83e-4
Japan,1980,male,16,844875.25,7.6e-4
Japan,1980,male,17,825919.06,7.66e-4
Japan,1980,male,18,804461.83,8.25e-4
Japan,1980,male,19,791607.53,8.87e-4
Japan,1980,male,20,794385.48,9.16e-4
Japan,1980,male,21,804004.42,8.61e-4
Japan,1980,male,22,771331.13,8.65e-4
Japan,1980,male,23,776570.37,8.53e-4
Japan,1980,male,24,802909.19,8.44e-4
Japan,1980,male,25,829940.21,8.61e-4
Japan,1980,male,26,847871.91,8.51e-4
Japan,1980,male,27,903038.76,8.83e-4
Japan,1980,male,28,960089.95,9.34e-4
Japan,1980,male,29,1047334.14,9.29e-4
Japan,1980,male,30,1119348.3,9.08e-4
Japan,1980,male,31,1188528.33,0.001046
Japan,1980,male,32,1205592.06,0.001051
Japan,1980,male,33,1052560.5,0.001092
Japan,1980,male,34,739735.71,0.001191
Japan,1980,male,35,816862.35,0.001347
Japan,1980,male,36,953408.92,0.001463
Japan,1980,male,37,928360.56,0.001566
Japan,1980,male,38,969849.73,0.001757
Japan,1980,male,39,913190.82,0.001821
Japan,1980,male,40,836537.23,0.002089
Japan,1980,male,41,771130.4,0.00223
Japan,1980,male,42,838117.26,0.002502
Japan,1980,male,43,833499.57,0.002797
Japan,1980,male,44,864234,0.003052
Japan,1980,male,45,815026.54,0.003532
Japan,1980,male,46,807907.17,0.003974
Japan,1980,male,47,811949.84,0.004499
Japan,1980,male,48,784435.7,0.004955
Japan,1980,male,49,784421.2,0.005108
Japan,1980,male,50,738779.35,0.00553
Japan,1980,male,51,732981.46,0.005886
Japan,1980,male,52,696928.9,0.006279
Japan,1980,male,53,686566.8,0.006957
Japan,1980,male,54,651328.6,0.007421
Japan,1980,male,55,595308.45,0.00799
Japan,1980,male,56,529759.87,0.008551
Japan,1980,male,57,473607.21,0.009313
Japan,1980,male,58,444147.35,0.010247
Japan,1980,male,59,426548.29,0.011201
Japan,1980,male,60,419125.77,0.01264
Japan,1980,male,61,373491.25,0.013709
Japan,1980,male,62,376581.09,0.014951
Japan,1980,male,63,378809.3,0.016366
Japan,1980,male,64,380777.12,0.018444
Japan,1980,male,65,369593.91,0.02068
Japan,1980,male,66,363508.3,0.022104
Japan,1980,male,67,346527.7,0.025105
Japan,1980,male,68,335041.81,0.028382
Japan,1980,male,69,318310.82,0.031737
Japan,1980,male,70,302719.27,0.035557
Japan,1980,male,71,284550.37,0.039743
Japan,1980,male,72,264768.8,0.044562
Japan,1980,male,73,246032.11,0.048767
Japan,1980,male,74,209065.23,0.054586
Japan,1980,male,75,195885.87,0.063097
Japan,1980,male,76,183721.55,0.067384
Japan,1980,male,77,171201.28,0.077825
Japan,1980,male,78,154661.19,0.086459
Japan,1980,male,79,135612.42,0.092811
Japan,1980,male,80,115024.36,0.103987
Japan,1980,male,81,97872.8,0.113436
Japan,1980,male,82,82109.23,0.130272
Japan,1980,male,83,66856.93,0.13784
Japan,1980,male,84,54255.61,0.151589
Japan,1980,male,85,43627.25,0.171546
Japan,1980,male,86,33547.13,0.185366
Japan,1980,male,87,25709.29,0.201305
Japan,1980,male,88,18839.49,0.225566
Japan,1980,male,89,13826.96,0.237768
Japan,1980,male,90,10637.14,0.273462
Japan,1980,male,91,7656.51,0.295246
Japan,1980,male,92,4996.3,0.314867
Japan,1980,male,93,3176.07,0.33126100000000003
Japan,1980,male,94,2052.25,0.350562
Japan,1980,male,95,1282.26,0.399318
Japan,1980,male,96,819.12,0.381664
Japan,1980,male,97,503.89,0.413626
Japan,1980,male,98,303.68,0.442141
Japan,1980,male,99,154.77,0.524402
Japan,1980,male,100,79.8,0.590213
Japan,1980,male,101,51.76,0.503301
Japan,1980,male,102,26.38,0.607773
Japan,1980,male,103,7.34,1.092891
Japan,1980,male,104,1.5,1.333333
Japan,1980,male,105,2,0
Japan,1980,male,106,1,0
Japan,1980,male,107,1,0
Japan,1980,male,108,0.67,1.5
Japan,1980,male,109,0,NA
Japan,1980,male,110,1,0
Japan,1980,total,0,1605596.54,0.007385
Japan,1980,total,1,1644589.09,0.001045
Japan,1980,total,2,1705496.23,6.32e-4
Japan,1980,total,3,1757845.37,5.11e-4
Japan,1980,total,4,1846133.61,4.17e-4
Japan,1980,total,5,1947909.57,3.56e-4
Japan,1980,total,6,2019989.24,3.22e-4
Japan,1980,total,7,2041786.26,2.84e-4
Japan,1980,total,8,1997718.01,2.33e-4
Japan,1980,total,9,1942852.56,1.99e-4
Japan,1980,total,10,1896209.66,1.76e-4
Japan,1980,total,11,1882256.58,1.69e-4
Japan,1980,total,12,1807932.83,1.75e-4
Japan,1980,total,13,1741532.43,1.83e-4
Japan,1980,total,14,1597250.16,2.14e-4
Japan,1980,total,15,1696003.43,2.91e-4
Japan,1980,total,16,1651234.49,5.08e-4
Japan,1980,total,17,1617047.09,5.38e-4
Japan,1980,total,18,1578626.31,5.7e-4
Japan,1980,total,19,1556747.31,6.09e-4
Japan,1980,total,20,1565176.8,6.43e-4
Japan,1980,total,21,1587964.05,6.21e-4
Japan,1980,total,22,1527522.2,6.24e-4
Japan,1980,total,23,1540643.12,6.03e-4
Japan,1980,total,24,1593204.98,6.17e-4
Japan,1980,total,25,1646994.26,6.43e-4
Japan,1980,total,26,1685600.88,6.71e-4
Japan,1980,total,27,1797944.29,6.9e-4
Japan,1980,total,28,1911371.87,7.18e-4
Japan,1980,total,29,2083371.33,7.11e-4
Japan,1980,total,30,2225866.71,7.37e-4
Japan,1980,total,31,2362673.29,8.06e-4
Japan,1980,total,32,2394229.88,8.41e-4
Japan,1980,total,33,2089651.47,8.71e-4
Japan,1980,total,34,1474263.97,9.54e-4
Japan,1980,total,35,1635094.31,0.001072
Japan,1980,total,36,1910681.61,0.001144
Japan,1980,total,37,1859287.47,0.001209
Japan,1980,total,38,1940453.73,0.001366
Japan,1980,total,39,1827867.85,0.001446
Japan,1980,total,40,1675796.98,0.001605
Japan,1980,total,41,1546473.7,0.001734
Japan,1980,total,42,1681751.58,0.001868
Japan,1980,total,43,1669934.97,0.002163
Japan,1980,total,44,1730145.41,0.002327
Japan,1980,total,45,1633100.32,0.00263
Japan,1980,total,46,1620381.45,0.002932
Japan,1980,total,47,1627770.1,0.003315
Japan,1980,total,48,1572005.43,0.003651
Japan,1980,total,49,1574592.64,0.0038
Japan,1980,total,50,1486491,0.004132
Japan,1980,total,51,1479192.47,0.004499
Japan,1980,total,52,1413793.74,0.004772
Japan,1980,total,53,1403961.48,0.005142
Japan,1980,total,54,1347506.32,0.005539
Japan,1980,total,55,1257775.89,0.005862
Japan,1980,total,56,1160401.28,0.006458
Japan,1980,total,57,1082411.77,0.006877
Japan,1980,total,58,1039661.19,0.007301
Japan,1980,total,59,1003149.87,0.008129
Japan,1980,total,60,976593.08,0.009051
Japan,1980,total,61,859410.5,0.010073
Japan,1980,total,62,860876.89,0.011003
Japan,1980,total,63,861747.14,0.011997
Japan,1980,total,64,862157.86,0.013514
Japan,1980,total,65,835137.59,0.015077
Japan,1980,total,66,823406.26,0.016512
Japan,1980,total,67,788288.71,0.018359
Japan,1980,total,68,764835.23,0.020802
Japan,1980,total,69,727678.12,0.023626
Japan,1980,total,70,692764.76,0.026503
Japan,1980,total,71,650959.13,0.02987
Japan,1980,total,72,605396.36,0.033916
Japan,1980,total,73,564128.79,0.037006
Japan,1980,total,74,483293.56,0.041933
Japan,1980,total,75,457987.71,0.048421
Japan,1980,total,76,433893.27,0.052593
Japan,1980,total,77,410515.38,0.060664
Japan,1980,total,78,377095.57,0.067717
Japan,1980,total,79,336277.99,0.073672
Japan,1980,total,80,286665.05,0.084772
Japan,1980,total,81,251107.77,0.091602
Japan,1980,total,82,216809.93,0.106861
Japan,1980,total,83,179782.68,0.113993
Japan,1980,total,84,148993.55,0.130575
Japan,1980,total,85,121827.56,0.144808
Japan,1980,total,86,96942.83,0.159522
Japan,1980,total,87,77200.15,0.174881
Japan,1980,total,88,58192.94,0.19721
Japan,1980,total,89,43490.19,0.213577
Japan,1980,total,90,35064.71,0.241253
Japan,1980,total,91,26598.63,0.264135
Japan,1980,total,92,17985.35,0.286038
Japan,1980,total,93,11956.01,0.308784
Japan,1980,total,94,8021.18,0.316365
Japan,1980,total,95,5245.08,0.358606
Japan,1980,total,96,3479.4,0.392686
Japan,1980,total,97,2235.82,0.407399
Japan,1980,total,98,1358.26,0.423006
Japan,1980,total,99,780.45,0.521982
Japan,1980,total,100,434.49,0.465398
Japan,1980,total,101,259.2,0.529016
Japan,1980,total,102,140.6,0.548144
Japan,1980,total,103,65.86,0.71426
Japan,1980,total,104,30.01,0.600167
Japan,1980,total,105,14.33,0.418605
Japan,1980,total,106,6.83,0.731707
Japan,1980,total,107,3,0.666667
Japan,1980,total,108,2.5,0.8
Japan,1980,total,109,0.67,1.5
Japan,1980,total,110,1,0
Japan,1981,female,0,750438.29,0.006324
Japan,1981,female,1,777515.32,9.63e-4
Japan,1981,female,2,799664.88,5.23e-4
Japan,1981,female,3,830679.98,4.1e-4
Japan,1981,female,4,856259.8,2.61e-4
Japan,1981,female,5,899652.38,2.6e-4
Japan,1981,female,6,949201.06,2.25e-4
Japan,1981,female,7,984717.13,1.71e-4
Japan,1981,female,8,995660.75,1.71e-4
Japan,1981,female,9,973716.78,1.35e-4
Japan,1981,female,10,946369.76,1.47e-4
Japan,1981,female,11,923219.94,1.05e-4
Japan,1981,female,12,916792.6,1.22e-4
Japan,1981,female,13,881027.38,1.48e-4
Japan,1981,female,14,849683.3,1.65e-4
Japan,1981,female,15,779897.31,2.12e-4
Japan,1981,female,16,828006.65,2.39e-4
Japan,1981,female,17,806086.27,2.98e-4
Japan,1981,female,18,790597.32,3.32e-4
Japan,1981,female,19,773363.7,2.63e-4
Japan,1981,female,20,764031.57,3.42e-4
Japan,1981,female,21,769593.83,3.13e-4
Japan,1981,female,22,782996.4,3.34e-4
Japan,1981,female,23,755414.49,3.7e-4
Japan,1981,female,24,763548.54,4.09e-4
Japan,1981,female,25,789863.33,4.23e-4
Japan,1981,female,26,816979.09,4.24e-4
Japan,1981,female,27,837702.42,4.51e-4
Japan,1981,female,28,894798.51,4.94e-4
Japan,1981,female,29,950902.32,5.03e-4
Japan,1981,female,30,1035593.79,5.32e-4
Japan,1981,female,31,1106040.76,5.61e-4
Japan,1981,female,32,1173687.72,5.99e-4
Japan,1981,female,33,1188161.46,6.34e-4
Japan,1981,female,34,1036587.28,7.1e-4
Japan,1981,female,35,734084.79,7.47e-4
Japan,1981,female,36,817846.72,8.2e-4
Japan,1981,female,37,956608.25,8.86e-4
Japan,1981,female,38,930094.98,9.34e-4
Japan,1981,female,39,969603.66,9.74e-4
Japan,1981,female,40,913537.02,0.001134
Japan,1981,female,41,838154.2,0.001187
Japan,1981,female,42,774269.24,0.001248
Japan,1981,female,43,842357.62,0.001368
Japan,1981,female,44,835208.44,0.001598
Japan,1981,female,45,864414.76,0.001654
Japan,1981,female,46,816645.76,0.001843
Japan,1981,female,47,810741.81,0.002025
Japan,1981,female,48,813850.7,0.002319
Japan,1981,female,49,785644.73,0.002439
Japan,1981,female,50,788114.85,0.002674
Japan,1981,female,51,745418.39,0.002941
Japan,1981,female,52,744030.12,0.003209
Japan,1981,female,53,714961.61,0.003342
Japan,1981,female,54,714697.25,0.003627
Japan,1981,female,55,693693.68,0.003844
Japan,1981,female,56,659979.85,0.004221
Japan,1981,female,57,627949.94,0.004646
Japan,1981,female,58,606178.23,0.005196
Japan,1981,female,59,592688.94,0.005586
Japan,1981,female,60,573545.42,0.006181
Japan,1981,female,61,554073.88,0.006929
Japan,1981,female,62,482554.96,0.00757
Japan,1981,female,63,480674.68,0.008503
Japan,1981,female,64,478856.36,0.009133
Japan,1981,female,65,476799.74,0.010222
Japan,1981,female,66,460639.59,0.011508000000000001
Japan,1981,female,67,454587.18,0.012627
Japan,1981,female,68,435966.62,0.014303
Japan,1981,female,69,423592.34,0.016466
Japan,1981,female,70,402590.66,0.018433
Japan,1981,female,71,382755.36,0.021009
Japan,1981,female,72,358547.02,0.023471
Japan,1981,female,73,332230.82,0.027737
Japan,1981,female,74,309286.45,0.030348
Japan,1981,female,75,265335.35,0.035216
Japan,1981,female,76,252484.03,0.040052
Japan,1981,female,77,239716.77,0.045166
Japan,1981,female,78,227875.66,0.05337
Japan,1981,female,79,210272.5,0.060145
Japan,1981,female,80,184308.4,0.067581
Japan,1981,female,81,159414.36,0.076233
Japan,1981,female,82,141009.37,0.085275
Japan,1981,female,83,122492.72,0.09917
Japan,1981,female,84,101491.9,0.108344
Japan,1981,female,85,83983.5,0.130776
Japan,1981,female,86,68276.04,0.143013
Japan,1981,female,87,54422.49,0.158293
Japan,1981,female,88,43538.26,0.171507
Japan,1981,female,89,32654.28,0.194354
Japan,1981,female,90,24085.04,0.207795
Japan,1981,female,91,19402.21,0.238815
Japan,1981,female,92,14674.73,0.260932
Japan,1981,female,93,9831.82,0.282606
Japan,1981,female,94,6462.38,0.318633
Japan,1981,female,95,4319.6,0.322199
Japan,1981,female,96,2758.27,0.356942
Japan,1981,female,97,1813.27,0.385156
Japan,1981,female,98,1133.08,0.468008
Japan,1981,female,99,657.84,0.482141
Japan,1981,female,100,384.2,0.484383
Japan,1981,female,101,211.1,0.483468
Japan,1981,female,102,123.72,0.485283
Japan,1981,female,103,66.36,0.54277
Japan,1981,female,104,34.68,0.346054
Japan,1981,female,105,14.67,0.818771
Japan,1981,female,106,7.33,0.954545
Japan,1981,female,107,2.17,2.307692
Japan,1981,female,108,0.5,0
Japan,1981,female,109,1,0
Japan,1981,female,110,0.5,0
Japan,1981,male,0,792334.03,0.007772
Japan,1981,male,1,819712.44,0.001125
Japan,1981,male,2,841992.12,6.27e-4
Japan,1981,male,3,873374.59,5.73e-4
Japan,1981,male,4,900806.25,4.07e-4
Japan,1981,male,5,946899.38,4.08e-4
Japan,1981,male,6,999485.65,3.58e-4
Japan,1981,male,7,1035760.47,3.75e-4
Japan,1981,male,8,1046792.98,2.71e-4
Japan,1981,male,9,1024943.98,2.23e-4
Japan,1981,male,10,997388.24,2.25e-4
Japan,1981,male,11,974068.88,2.08e-4
Japan,1981,male,12,966514.89,2.26e-4
Japan,1981,male,13,927705.73,2.74e-4
Japan,1981,male,14,892818.52,2.55e-4
Japan,1981,male,15,817879.29,3.53e-4
Japan,1981,male,16,867749.81,7.04e-4
Japan,1981,male,17,843266.26,8.35e-4
Japan,1981,male,18,823899.45,8.78e-4
Japan,1981,male,19,801936.59,8.81e-4
Japan,1981,male,20,788917.38,8.16e-4
Japan,1981,male,21,791685.37,8.64e-4
Japan,1981,male,22,801560.85,8.35e-4
Japan,1981,male,23,769673.79,8.25e-4
Japan,1981,male,24,775714.31,8.42e-4
Japan,1981,male,25,802465.81,8.15e-4
Japan,1981,male,26,830107.87,8.25e-4
Japan,1981,male,27,848227.76,8.62e-4
Japan,1981,male,28,903329.86,8.24e-4
Japan,1981,male,29,960150.55,9.01e-4
Japan,1981,male,30,1047160.06,0.00093000000000000005
Japan,1981,male,31,1118995.4,0.00093000000000000005
Japan,1981,male,32,1187953.29,0.001011
Japan,1981,male,33,1204865.8,0.001078
Japan,1981,male,34,1051730.91,0.00114
Japan,1981,male,35,738903.6,0.001213
Japan,1981,male,36,815998.77,0.001323
Japan,1981,male,37,952137.99,0.001492
Japan,1981,male,38,926893.06,0.00174
Japan,1981,male,39,968128.11,0.001814
Japan,1981,male,40,911245.13,0.002002
Japan,1981,male,41,834569.47,0.002166
Japan,1981,male,42,769160.89,0.002404
Japan,1981,male,43,835745.04,0.002665
Japan,1981,male,44,831018.68,0.002948
Japan,1981,male,45,861193.13,0.003322
Japan,1981,male,46,811897.93,0.003836
Japan,1981,male,47,804243.53,0.004127
Japan,1981,male,48,807892.58,0.004667
Japan,1981,male,49,780288.4,0.005095
Japan,1981,male,50,780041.83,0.005477
Japan,1981,male,51,734144.43,0.005973
Japan,1981,male,52,728355.22,0.006323
Japan,1981,male,53,692325.76,0.007049
Japan,1981,male,54,681397.29,0.007184
Japan,1981,male,55,646160.5,0.008124
Japan,1981,male,56,590410.89,0.008693
Japan,1981,male,57,525150.68,0.009253
Japan,1981,male,58,469205.65,0.010008
Japan,1981,male,59,439612.21,0.010599
Japan,1981,male,60,421768.26,0.011827
Japan,1981,male,61,413938.75,0.013074
Japan,1981,male,62,368352.42,0.01433
Japan,1981,male,63,370931.97,0.015943
Japan,1981,male,64,372418.94,0.017958
Japan,1981,male,65,373559.35,0.019582
Japan,1981,male,66,361960.39,0.022014
Japan,1981,male,67,355298.81,0.024011
Japan,1981,male,68,337779.09,0.026454
Japan,1981,male,69,325576.88,0.030011
Japan,1981,male,70,308118.27,0.034105
Japan,1981,male,71,292110.15,0.037513
Japan,1981,male,72,273424.48,0.042202
Japan,1981,male,73,253180.57,0.047756
Japan,1981,male,74,234078.73,0.052316
Japan,1981,male,75,197549.43,0.058689
Japan,1981,male,76,183884.54,0.066602
Japan,1981,male,77,171309.9,0.072304
Japan,1981,male,78,158417.64,0.081058
Japan,1981,male,79,141684.5,0.091713
Japan,1981,male,80,122462.81,0.100857
Japan,1981,male,81,103182.61,0.111636
Japan,1981,male,82,86821.16,0.11868
Japan,1981,male,83,72052.51,0.135068
Japan,1981,male,84,57892.73,0.14857
Japan,1981,male,85,46342.48,0.165088
Japan,1981,male,86,36671.86,0.179943
Japan,1981,male,87,27741.36,0.192448
Japan,1981,male,88,20903.82,0.208342
Japan,1981,male,89,15040.24,0.236756
Japan,1981,male,90,10758.34,0.261064
Japan,1981,male,91,8050.57,0.278077
Japan,1981,male,92,5688.4,0.297938
Japan,1981,male,93,3642.17,0.314889
Japan,1981,male,94,2263.74,0.369905
Japan,1981,male,95,1406.08,0.367583
Japan,1981,male,96,856.15,0.396614
Japan,1981,male,97,548.96,0.468919
Japan,1981,male,98,327.56,0.397511
Japan,1981,male,99,186.64,0.499094
Japan,1981,male,100,93.16,0.462348
Japan,1981,male,101,45.91,0.589021
Japan,1981,male,102,33.23,0.452047
Japan,1981,male,103,13.86,0.650307
Japan,1981,male,104,3.67,0.272727
Japan,1981,male,105,1,0
Japan,1981,male,106,2,0
Japan,1981,male,107,1,0
Japan,1981,male,108,0.5,0
Japan,1981,male,109,0.5,0
Japan,1981,male,110,1,0
Japan,1981,total,0,1542772.32,0.007068
Japan,1981,total,1,1597227.75,0.001046
Japan,1981,total,2,1641657.01,5.76e-4
Japan,1981,total,3,1704054.56,4.94e-4
Japan,1981,total,4,1757066.05,3.36e-4
Japan,1981,total,5,1846551.76,3.36e-4
Japan,1981,total,6,1948686.71,2.93e-4
Japan,1981,total,7,2020477.6,2.76e-4
Japan,1981,total,8,2042453.74,2.22e-4
Japan,1981,total,9,1998660.76,1.8e-4
Japan,1981,total,10,1943757.99,1.87e-4
Japan,1981,total,11,1897288.82,1.58e-4
Japan,1981,total,12,1883307.49,1.75e-4
Japan,1981,total,13,1808733.11,2.13e-4
Japan,1981,total,14,1742501.82,2.11e-4
Japan,1981,total,15,1597776.59,2.84e-4
Japan,1981,total,16,1695756.46,4.77e-4
Japan,1981,total,17,1649352.53,5.73e-4
Japan,1981,total,18,1614496.77,6.1e-4
Japan,1981,total,19,1575300.29,5.77e-4
Japan,1981,total,20,1552948.95,5.83e-4
Japan,1981,total,21,1561279.2,5.93e-4
Japan,1981,total,22,1584557.25,5.87e-4
Japan,1981,total,23,1525088.28,5.99e-4
Japan,1981,total,24,1539262.84,6.27e-4
Japan,1981,total,25,1592329.14,6.21e-4
Japan,1981,total,26,1647086.96,6.26e-4
Japan,1981,total,27,1685930.18,6.58e-4
Japan,1981,total,28,1798128.37,6.6e-4
Japan,1981,total,29,1911052.87,7.03e-4
Japan,1981,total,30,2082753.84,7.32e-4
Japan,1981,total,31,2225036.16,7.47e-4
Japan,1981,total,32,2361641.01,8.06e-4
Japan,1981,total,33,2393027.26,8.58e-4
Japan,1981,total,34,2088318.2,9.27e-4
Japan,1981,total,35,1472988.4,9.81e-4
Japan,1981,total,36,1633845.5,0.001071
Japan,1981,total,37,1908746.25,0.001188
Japan,1981,total,38,1856988.04,0.001336
Japan,1981,total,39,1937731.78,0.001394
Japan,1981,total,40,1824782.15,0.001567
Japan,1981,total,41,1672723.67,0.001675
Japan,1981,total,42,1543430.12,0.001824
Japan,1981,total,43,1678102.66,0.002014
Japan,1981,total,44,1666227.12,0.002271
Japan,1981,total,45,1725607.88,0.002486
Japan,1981,total,46,1628543.69,0.002836
Japan,1981,total,47,1614985.34,0.003072
Japan,1981,total,48,1621743.28,0.003488
Japan,1981,total,49,1565933.13,0.003762
Japan,1981,total,50,1568156.69,0.004068
Japan,1981,total,51,1479562.82,0.004446
Japan,1981,total,52,1472385.34,0.004749
Japan,1981,total,53,1407287.37,0.005165
Japan,1981,total,54,1396094.54,0.005363
Japan,1981,total,55,1339854.17,0.005908
Japan,1981,total,56,1250390.74,0.006332
Japan,1981,total,57,1153100.62,0.006744
Japan,1981,total,58,1075383.88,0.007295
Japan,1981,total,59,1032301.15,0.0077210000000000004
Japan,1981,total,60,995313.68,0.008573
Japan,1981,total,61,968012.64,0.009557
Japan,1981,total,62,850907.38,0.010497
Japan,1981,total,63,851606.65,0.011744
Japan,1981,total,64,851275.31,0.012994
Japan,1981,total,65,850359.09,0.014334
Japan,1981,total,66,822599.97,0.016131
Japan,1981,total,67,809885.99,0.017621
Japan,1981,total,68,773745.71,0.019607
Japan,1981,total,69,749169.22,0.022353
Japan,1981,total,70,710708.93,0.025227
Japan,1981,total,71,674865.51,0.028153
Japan,1981,total,72,631971.49,0.031575
Japan,1981,total,73,585411.39,0.036395
Japan,1981,total,74,543365.18,0.039812
Japan,1981,total,75,462884.78,0.045234
Japan,1981,total,76,436368.58,0.05124
Japan,1981,total,77,411026.67,0.056476
Japan,1981,total,78,386293.3,0.064725
Japan,1981,total,79,351957,0.072853
Japan,1981,total,80,306771.21,0.080865
Japan,1981,total,81,262596.96,0.090144
Japan,1981,total,82,227830.53,0.098005
Japan,1981,total,83,194545.22,0.112466
Japan,1981,total,84,159384.63,0.122955
Japan,1981,total,85,130325.98,0.142977
Japan,1981,total,86,104947.9,0.155917
Japan,1981,total,87,82163.85,0.169825
Japan,1981,total,88,64442.08,0.183455
Japan,1981,total,89,47694.52,0.207725
Japan,1981,total,90,34843.38,0.224242
Japan,1981,total,91,27452.78,0.250329
Japan,1981,total,92,20363.13,0.271269
Japan,1981,total,93,13473.99,0.291332
Japan,1981,total,94,8726.12,0.331934
Japan,1981,total,95,5725.68,0.333344
Japan,1981,total,96,3614.41,0.366339
Japan,1981,total,97,2362.23,0.404622
Japan,1981,total,98,1460.64,0.452198
Japan,1981,total,99,844.48,0.485888
Japan,1981,total,100,477.36,0.480083
Japan,1981,total,101,257.01,0.502322
Japan,1981,total,102,156.95,0.478247
